house_id,house_size,bedrooms,bathrooms,lot_size,year_built,stories,garage_cars,location,condition,has_pool,sale_date,price
H-2340,1403,3,1.5,5474.0,2002.0,2,3.0,Suburbs,Excellent,No,2023-04-10,333648
H-2341,2219,2,4.0,7046.0,2003.0,2,0.0,Suburbs,Good,No,2023-09-26,374330
H-2342,2052,5,2.5,3976.0,1998.0,2,2.0,Suburbs,Good,No,2024-07-30,399289
H-2343,2095,4,3.0,5623.0,1985.0,2,2.0,Downtown,Average,No,2021-04-02,469335
H-2344,1484,2,2.0,4631.0,2011.0,2,2.0,Rural,Good,No,2022-07-20,210967
H-2345,507,3,2.0,796.0,1975.0,2,1.0,Industrial,Fair,No,2020-08-12,80607
H-2346,2458,3,2.0,3778.0,2005.0,2,1.0,Industrial,Excellent,No,2021-07-07,281508
H-2347,1512,4,2.0,2757.0,1971.0,2,0.0,Rural,Average,No,2020-03-16,162293
H-2348,1282,5,2.5,2729.0,2022.0,2,2.0,Suburbs,Poor,No,2020-12-18,202154
H-2349,2216,4,2.5,5703.0,2018.0,2,2.0,Suburbs,Good,Yes,2022-04-27,441237
H-2350,1564,3,2.5,4251.0,1998.0,1,2.0,Rural,Average,No,2020-10-01,167553
H-2351,2435,2,1.5,4492.0,1951.0,1,3.0,Waterfront,Average,No,2024-01-28,506799
H-2352,2170,2,2.5,6908.0,2002.0,3,3.0,Suburbs,Average,No,2023-04-04,383143
H-2353,2210,2,1.5,6608.0,1956.0,3,2.0,Industrial,Average,No,2020-02-16,198551
H-2354,980,1,1.5,2191.0,1969.0,2,2.0,Suburbs,Good,Yes,2024-01-07,211050
H-2355,2527,4,3.5,,1979.0,2,0.0,Suburbs,Average,No,2024-06-24,354166
H-2356,1956,4,2.5,3313.0,2016.0,1,2.0,Industrial,Average,No,2022-04-20,189629
H-2357,1578,2,3.0,3912.0,2008.0,2,2.0,Industrial,Good,No,2021-06-10,183500
H-2358,1886,4,2.0,3554.0,2015.0,3,0.0,Rural,Poor,No,2021-03-17,176509
H-2359,734,2,3.5,1792.0,1952.0,3,2.0,Suburbs,Average,No,2020-05-26,162965
H-2360,2045,3,2.5,6279.0,2005.0,2,3.0,Suburbs,Average,Yes,2022-04-02,393646
H-2361,1182,3,3.0,3390.0,1966.0,2,1.0,Downtown,Fair,No,2020-03-24,232454
H-2362,988,3,2.0,2053.0,2001.0,2,2.0,Rural,Average,No,2022-04-23,140006
H-2363,886,3,4.0,2090.0,1956.0,2,1.0,Suburbs,Excellent,No,2021-02-26,243111
H-2364,2467,3,3.0,7487.0,1954.0,2,2.0,Suburbs,Average,No,2022-03-08,366573
H-2365,1422,3,3.5,5193.0,2003.0,2,0.0,Suburbs,Fair,No,2021-12-01,249677
H-2366,2720,6,1.5,9201.0,2010.0,1,1.0,Suburbs,Average,No,2021-05-25,490568
H-2367,1478,2,2.0,4261.0,1965.0,2,1.0,Suburbs,Poor,No,2022-01-21,153842
H-2368,775,2,2.0,1864.0,2016.0,2,3.0,Industrial,Excellent,Yes,2022-03-04,137995
H-2369,1130,2,2.0,2726.0,2008.0,2,2.0,Downtown,Good,Yes,2023-10-27,285397
H-2370,2541,4,3.5,9397.0,1996.0,2,,Waterfront,Average,No,2023-01-19,653204
H-2371,1706,2,1.0,2726.0,1997.0,2,2.0,Suburbs,Average,No,2021-12-26,257384
H-2372,1471,4,1.0,5839.0,2013.0,2,1.0,Rural,Good,No,2024-02-24,203229
H-2373,1896,3,2.0,5993.0,1999.0,2,3.0,Industrial,Fair,No,2023-06-19,174951
H-2374,2101,3,1.5,6729.0,1990.0,3,2.0,Suburbs,Good,Yes,2020-05-06,358699
H-2375,2470,4,2.0,3939.0,2021.0,1,2.0,Downtown,Excellent,No,2020-09-14,616315
H-2376,2669,2,3.0,8043.0,1971.0,3,2.0,Suburbs,Poor,No,2020-05-16,299233
H-2377,1584,2,2.5,4295.0,2003.0,1,2.0,Suburbs,Good,No,2021-06-17,259229
H-2378,1004,3,1.0,1771.0,1954.0,1,1.0,Rural,Poor,No,2021-12-30,86512
H-2379,1551,4,2.0,3404.0,1966.0,2,0.0,Downtown,Good,No,2022-04-24,331660
H-2380,1956,3,2.0,7287.0,1990.0,2,2.0,Downtown,Excellent,Yes,2023-11-26,526557
H-2381,1221,2,1.5,3510.0,1984.0,1,3.0,Rural,Fair,No,2020-01-31,128026
H-2382,1225,6,3.0,3103.0,1989.0,2,1.0,Suburbs,Fair,No,2021-12-17,242930
H-2383,2006,1,3.0,3373.0,1971.0,2,2.0,Suburbs,Average,No,2021-11-19,304164
H-2384,1770,4,3.0,5814.0,1997.0,1,0.0,Suburbs,Excellent,No,2024-05-05,403854
H-2385,1819,4,3.0,5924.0,2002.0,2,1.0,Rural,Average,No,2021-02-07,252292
H-2386,1344,3,1.0,4079.0,1959.0,2,2.0,Downtown,Good,No,2020-07-23,308017
H-2387,1661,2,4.0,4610.0,1967.0,2,1.0,Suburbs,Fair,No,2020-08-26,252603
H-2388,1245,2,3.0,3217.0,1998.0,2,3.0,Waterfront,Good,No,2022-05-20,380246
H-2389,2334,4,3.5,6962.0,2020.0,2,2.0,Suburbs,Fair,No,2021-10-16,402003
H-2390,2421,4,1.0,5044.0,1979.0,3,1.0,Rural,Average,No,2023-06-16,241472
H-2391,692,4,3.5,2666.0,1968.0,2,2.0,Waterfront,Average,No,2021-06-25,281473
H-2392,1242,5,3.0,3691.0,2004.0,2,2.0,Waterfront,Fair,Yes,2020-08-02,329018
H-2393,902,4,3.0,2054.0,2009.0,2,0.0,Rural,Excellent,No,2021-10-09,161427
H-2394,1409,2,1.0,3697.0,2021.0,3,2.0,Rural,Fair,No,2024-01-18,142259
H-2395,1749,3,3.0,6146.0,1970.0,1,2.0,Rural,Good,Yes,2021-11-09,218520
H-2396,930,4,4.0,1770.0,1975.0,1,1.0,Rural,Good,No,2023-10-27,191743
H-2397,1246,3,3.0,2781.0,1977.0,2,3.0,Suburbs,Average,Yes,2021-09-13,260328
H-2398,1197,2,2.5,3828.0,1988.0,3,1.0,Downtown,Fair,No,2021-04-16,257482
H-2399,1924,4,3.5,4403.0,1982.0,1,1.0,Suburbs,Excellent,No,2023-07-21,401094
H-2400,1841,3,2.0,6408.0,1989.0,3,2.0,Suburbs,Average,No,2020-12-16,304001
H-2401,1366,5,2.5,2494.0,1978.0,1,,Suburbs,Average,No,2021-01-23,308160
H-2402,1906,4,2.5,6493.0,1969.0,1,2.0,Suburbs,Good,No,2020-03-24,344853
H-2403,1471,2,3.5,2457.0,1969.0,1,2.0,Industrial,Good,No,2020-11-10,170336
H-2404,1637,5,1.0,2507.0,2023.0,2,1.0,Industrial,Average,No,2021-09-26,164267
H-2405,2804,3,2.5,10502.0,1961.0,3,3.0,Rural,Good,No,2021-10-30,293921
H-2406,2604,3,3.0,7690.0,1974.0,1,2.0,Industrial,Average,No,2021-12-05,273958
H-2407,1020,3,3.0,2427.0,1974.0,2,2.0,Industrial,Fair,No,2022-03-14,116760
H-2408,2297,2,2.5,4781.0,1953.0,1,2.0,Waterfront,Fair,No,2022-08-15,410754
H-2409,2286,3,3.5,6954.0,1953.0,2,1.0,Downtown,Good,No,2020-11-13,471827
H-2410,1111,2,3.5,3080.0,1958.0,1,2.0,Suburbs,Average,No,2022-10-24,188242
H-2411,2291,3,1.0,9115.0,1964.0,2,2.0,Suburbs,Excellent,No,2021-07-17,408533
H-2412,2722,3,2.0,10773.0,1975.0,2,1.0,Downtown,Average,No,2023-05-13,547329
H-2413,1126,4,1.0,3476.0,2020.0,2,2.0,Waterfront,Poor,No,2022-07-21,255584
H-2414,1249,4,2.0,3256.0,1981.0,1,2.0,Downtown,Good,No,2022-07-16,352110
H-2415,2410,2,2.5,6574.0,2001.0,1,1.0,Suburbs,Average,No,2023-02-21,319219
H-2416,1962,3,3.5,6290.0,1981.0,2,2.0,Downtown,Fair,Yes,2021-07-11,381103
H-2417,2130,3,3.0,3735.0,1958.0,2,0.0,Suburbs,Average,No,2021-12-19,323975
H-2418,2004,2,1.5,4651.0,1962.0,3,1.0,Suburbs,Average,Yes,2022-09-02,237716
H-2419,2034,4,1.0,3433.0,2005.0,2,0.0,Rural,Good,Yes,2021-12-06,214947
H-2420,1004,4,2.5,1690.0,1993.0,3,2.0,Suburbs,Average,No,2022-01-13,195195
H-2421,2428,2,2.5,4830.0,1979.0,2,1.0,Suburbs,Good,Yes,2021-04-01,394285
H-2422,2501,3,2.0,6785.0,1965.0,2,3.0,Rural,Average,No,2021-04-26,268803
H-2423,1662,2,3.5,5753.0,1961.0,1,2.0,Rural,Average,No,2023-03-16,198724
H-2424,1773,4,3.5,4811.0,2023.0,2,0.0,Suburbs,Fair,No,2020-01-08,310106
H-2425,881,2,2.0,2060.0,2015.0,2,2.0,Downtown,Good,Yes,2020-06-08,252492
H-2426,2108,6,3.5,3596.0,1967.0,2,2.0,Downtown,Average,No,2024-05-07,474145
H-2427,2143,4,2.0,6162.0,1962.0,1,1.0,Rural,Average,No,2020-11-09,237648
H-2428,1762,3,3.0,3837.0,1973.0,2,0.0,Suburbs,Good,No,2021-11-30,302435
H-2429,2474,4,2.5,7514.0,1961.0,2,1.0,Downtown,Average,No,2023-11-23,471005
H-2430,1599,5,1.5,6304.0,2009.0,2,1.0,Downtown,Good,No,2020-01-01,463498
H-2431,2138,4,3.5,3801.0,2009.0,1,2.0,Rural,Good,No,2024-03-28,245579
H-2432,1188,2,2.5,2412.0,1950.0,2,2.0,Suburbs,Good,Yes,2020-03-30,216420
H-2433,1785,3,3.0,4788.0,1992.0,1,3.0,Suburbs,Good,No,2020-10-13,376608
H-2434,1695,4,2.0,6647.0,2004.0,3,2.0,Rural,Fair,No,2020-02-18,196991
H-2435,1935,4,1.0,6636.0,1989.0,3,1.0,Downtown,Excellent,No,2022-05-19,462881
H-2436,1578,4,1.5,5910.0,2013.0,2,2.0,Suburbs,Fair,No,2024-04-27,293179
H-2437,1721,5,2.5,4017.0,1983.0,2,1.0,Suburbs,Good,No,2023-11-05,319648
H-2438,2295,5,3.0,9134.0,1983.0,2,0.0,Suburbs,Average,No,2022-12-06,412257
H-2439,1537,5,2.0,2700.0,1997.0,2,2.0,Waterfront,Average,No,2020-11-06,458116
H-2440,836,2,3.0,1364.0,1982.0,1,1.0,Suburbs,Fair,No,2023-12-26,142268
H-2441,2849,3,3.0,10367.0,2017.0,3,1.0,Rural,Fair,No,2023-06-17,243189
H-2442,2628,4,3.0,10034.0,1979.0,2,2.0,Suburbs,Poor,Yes,2021-03-22,314873
H-2443,1024,4,2.5,1767.0,2020.0,1,3.0,Suburbs,Fair,No,2023-09-09,227008
H-2444,2213,4,3.5,3947.0,2020.0,2,1.0,Suburbs,Good,No,2024-01-08,381802
H-2445,1498,2,2.5,2371.0,1978.0,1,1.0,Rural,Poor,Yes,2023-03-14,149889
H-2446,1958,4,2.5,3448.0,1972.0,1,2.0,Suburbs,Poor,Yes,2020-06-17,219448
H-2447,1976,4,1.5,3998.0,1983.0,2,2.0,Suburbs,Good,No,2024-07-05,378618
H-2448,1659,2,2.0,6511.0,1964.0,2,1.0,Rural,Fair,No,2020-05-07,168134
H-2449,1329,3,1.0,4212.0,2002.0,2,3.0,Industrial,Average,Yes,2022-12-31,153934
H-2450,1385,2,2.5,4773.0,1966.0,3,2.0,Downtown,Fair,No,2020-07-04,265900
H-2451,1250,3,2.0,4300.0,2013.0,3,2.0,Downtown,Fair,No,2024-02-24,301216
H-2452,1300,1,2.0,3688.0,2010.0,1,3.0,Downtown,Fair,Yes,2021-08-08,292028
H-2453,1759,3,3.0,6145.0,2006.0,1,3.0,Rural,Fair,No,2022-05-06,182924
H-2454,1370,3,2.0,4095.0,1986.0,2,1.0,Downtown,Good,No,2020-10-26,320843
H-2455,2209,4,2.0,5050.0,1956.0,2,1.0,Suburbs,Good,No,2022-07-03,381824
H-2456,2692,4,1.5,7814.0,1957.0,3,2.0,Suburbs,Good,No,2024-04-20,400734
H-2457,1451,4,3.0,4111.0,2017.0,2,3.0,Suburbs,Excellent,Yes,2024-02-18,379865
H-2458,1943,3,1.5,6914.0,1970.0,1,2.0,Downtown,Good,No,2020-04-16,413296
H-2459,2099,2,2.5,8300.0,2010.0,2,2.0,Suburbs,Average,No,2021-09-25,377709
H-2460,2083,5,2.5,5265.0,2023.0,2,2.0,Downtown,Good,No,2021-03-23,497384
H-2461,1845,2,3.0,6288.0,1978.0,3,1.0,Downtown,Average,Yes,2022-03-16,402856
H-2462,2245,6,2.5,3927.0,1974.0,1,3.0,Suburbs,Fair,No,2023-10-27,359068
H-2463,2089,4,3.0,7190.0,2007.0,2,2.0,Rural,Average,No,2023-05-21,285407
H-2464,1057,3,1.0,2566.0,1963.0,1,3.0,Downtown,Average,No,2021-07-29,242092
H-2465,2321,6,2.0,3710.0,2015.0,2,2.0,Suburbs,Good,No,2021-10-02,373609
H-2466,2332,2,2.0,5615.0,2003.0,1,3.0,Suburbs,Good,No,2022-12-31,380677
H-2467,1342,3,1.5,4061.0,2016.0,3,1.0,Rural,Average,Yes,2020-11-21,188228
H-2468,1822,4,2.0,3276.0,1979.0,2,2.0,Waterfront,Average,No,2020-06-20,462271
H-2469,2209,3,2.0,8416.0,1967.0,3,3.0,Waterfront,Average,No,2021-02-10,557362
H-2470,1674,5,2.5,2836.0,2003.0,3,2.0,Suburbs,Average,Yes,2020-07-26,321352
H-2471,2443,2,3.0,9344.0,1970.0,1,2.0,Suburbs,Good,No,2021-08-12,393442
H-2472,3218,3,2.0,10515.0,2002.0,2,1.0,Rural,Excellent,No,2024-04-18,447765
H-2473,1328,4,3.0,3086.0,1965.0,3,,Downtown,Fair,No,2020-07-20,269597
H-2474,971,4,2.0,,1977.0,2,3.0,Rural,Good,Yes,2023-10-01,174444
H-2475,1982,3,2.0,6643.0,1953.0,2,1.0,Waterfront,Average,No,2022-06-14,466202
H-2476,2232,3,2.5,6704.0,2004.0,2,2.0,Suburbs,Fair,No,2022-11-25,370857
H-2477,1661,4,1.0,5280.0,1964.0,2,2.0,Suburbs,Good,No,2020-10-11,326687
H-2478,2671,2,1.0,6605.0,2013.0,2,1.0,Rural,Average,Yes,2020-09-10,288616
H-2479,996,4,2.0,2708.0,2014.0,2,1.0,Downtown,Average,No,2020-09-29,303469
H-2480,2215,4,3.5,8803.0,1965.0,1,2.0,Suburbs,Average,No,2023-01-21,406098
H-2481,1436,4,3.0,2921.0,1969.0,1,1.0,Suburbs,Good,Yes,2023-06-05,260906
H-2482,2831,4,1.0,7203.0,2013.0,1,3.0,Downtown,Fair,No,2024-03-20,551512
H-2483,2995,3,3.0,6677.0,1982.0,1,2.0,Downtown,Excellent,No,2021-10-28,704975
H-2484,1340,4,3.0,4573.0,2018.0,2,2.0,Suburbs,Average,No,2022-02-12,309703
H-2485,1470,5,2.5,5012.0,2018.0,1,1.0,Downtown,Average,No,2022-02-25,413690
H-2486,2315,3,3.0,5165.0,2007.0,1,2.0,Rural,Good,No,2021-03-27,272147
H-2487,1567,5,2.0,2669.0,1988.0,2,2.0,Suburbs,Good,No,2021-07-03,304563
H-2488,1772,3,2.0,2708.0,,2,1.0,Downtown,Good,No,2023-11-18,368130
H-2489,1815,2,2.5,4662.0,2017.0,2,2.0,Suburbs,Average,No,2021-07-29,321000
H-2490,648,3,2.5,1636.0,1970.0,3,3.0,Downtown,Excellent,No,2023-12-25,235059
H-2491,1791,5,2.5,7112.0,2012.0,1,0.0,Suburbs,Fair,No,2021-05-26,275127
H-2492,1386,3,2.5,3706.0,1955.0,1,2.0,Suburbs,Good,No,2021-07-22,244424
H-2493,1504,5,3.5,3220.0,1973.0,2,3.0,Rural,Fair,Yes,2022-07-26,180423
H-2494,2666,5,3.5,9939.0,2002.0,3,0.0,Suburbs,Fair,No,2020-06-21,424540
H-2495,1046,3,3.5,2853.0,1999.0,2,3.0,Suburbs,Average,No,2024-03-23,263845
H-2496,2287,2,3.0,6856.0,1961.0,2,2.0,Rural,Average,No,2023-10-05,239143
H-2497,1632,4,3.5,2838.0,2005.0,1,1.0,Suburbs,Good,No,2023-01-27,361570
H-2498,1632,3,1.0,4010.0,1964.0,2,0.0,Suburbs,Poor,No,2024-07-12,174812
H-2499,2274,4,2.0,8778.0,1989.0,1,0.0,Waterfront,Average,No,2020-01-27,572556
H-2500,2004,3,2.5,5959.0,1990.0,2,1.0,Suburbs,Poor,No,2021-11-19,193959
H-2501,2142,3,3.0,5057.0,,3,0.0,Industrial,Average,No,2023-12-07,196544
H-2502,2380,4,2.5,7292.0,2018.0,2,1.0,Industrial,Fair,No,2021-12-25,233620
H-2503,1601,3,3.0,6045.0,1955.0,3,0.0,Suburbs,Average,No,2020-01-09,274578
H-2504,1432,3,1.5,3128.0,2016.0,2,2.0,Waterfront,Fair,No,2020-09-21,375248
H-2505,1148,3,2.0,3171.0,1982.0,2,2.0,Rural,Good,Yes,2021-12-27,197692
H-2506,1304,3,3.0,5081.0,,3,3.0,Industrial,Average,No,2023-01-23,153870
H-2507,3569,3,1.5,6891.0,1970.0,2,2.0,Rural,Average,No,2020-09-29,363779
H-2508,2546,4,2.0,8399.0,2014.0,2,3.0,Rural,Average,No,2022-01-20,296947
H-2509,989,3,2.0,3002.0,1966.0,2,0.0,Downtown,Average,Yes,2020-01-22,201170
H-2510,1006,3,2.0,3218.0,1957.0,3,1.0,Suburbs,Average,No,2022-03-10,193272
H-2511,2089,4,3.0,4967.0,2013.0,1,1.0,Suburbs,Good,No,2024-02-08,407085
H-2512,2128,3,2.0,4861.0,1977.0,2,2.0,Suburbs,Average,Yes,2022-09-25,340705
H-2513,2129,3,2.5,6835.0,1962.0,2,3.0,Industrial,Average,No,2022-01-07,226553
H-2514,1647,5,1.0,3357.0,1962.0,3,2.0,Downtown,Good,Yes,2020-09-28,372708
H-2515,1724,4,3.0,4394.0,1987.0,3,2.0,Rural,Fair,Yes,2020-12-04,210378
H-2516,1996,4,2.0,3932.0,1974.0,1,2.0,Downtown,Excellent,No,2020-05-08,499506
H-2517,1851,4,2.5,2814.0,2011.0,1,1.0,Downtown,Good,No,2023-05-27,494744
H-2518,468,1,3.0,1836.0,1972.0,3,2.0,Suburbs,Average,No,2020-05-09,139281
H-2519,1662,4,2.0,4286.0,1970.0,1,2.0,Downtown,Fair,No,2021-10-04,351757
H-2520,1289,3,3.5,5057.0,2003.0,1,1.0,Industrial,Average,No,2023-06-09,134310
H-2521,1905,3,2.5,3525.0,2012.0,1,0.0,Suburbs,Fair,No,2023-04-08,258074
H-2522,3591,3,2.0,10659.0,1979.0,1,2.0,Downtown,Average,No,2022-08-24,676399
H-2523,2020,2,1.5,4044.0,2017.0,2,2.0,Downtown,Fair,No,2022-08-14,336987
H-2524,1611,2,3.5,5598.0,2022.0,2,1.0,Suburbs,Good,No,2020-05-31,349494
H-2525,2353,5,3.0,8139.0,1981.0,2,2.0,Downtown,Fair,No,2020-10-19,459716
H-2526,2089,3,2.0,3721.0,,3,3.0,Suburbs,Average,No,2022-06-14,300528
H-2527,2052,3,2.0,7756.0,1956.0,1,2.0,Suburbs,Average,Yes,2021-08-05,313219
H-2528,2164,2,3.0,4298.0,2021.0,1,1.0,Downtown,Good,Yes,2020-02-01,462145
H-2529,3033,1,3.0,9197.0,1950.0,3,2.0,Suburbs,Fair,No,2023-08-29,363203
H-2530,1121,4,3.0,4443.0,1952.0,2,2.0,Waterfront,Average,Yes,2022-12-30,362332
H-2531,2084,3,2.0,7723.0,1977.0,1,0.0,Suburbs,Fair,No,2021-06-29,288412
H-2532,1244,3,3.0,4840.0,1992.0,2,1.0,Suburbs,Good,No,2020-06-13,279544
H-2533,2133,3,2.0,5026.0,1995.0,2,2.0,Rural,Excellent,Yes,2022-09-16,336788
H-2534,1248,4,2.0,2201.0,1950.0,2,2.0,Rural,Good,No,2021-08-06,202091
H-2535,1549,2,2.5,3052.0,1987.0,1,1.0,Rural,Average,No,2021-03-03,166795
H-2536,1622,2,4.0,4462.0,1984.0,2,2.0,Waterfront,Fair,Yes,2023-04-22,412024
H-2537,2385,3,2.0,8307.0,2023.0,1,3.0,Suburbs,Good,Yes,2021-07-03,443169
H-2538,2351,3,2.5,4409.0,2023.0,2,3.0,Downtown,Good,Yes,2020-08-15,559491
H-2539,1052,3,3.0,3313.0,2003.0,2,2.0,Suburbs,Good,No,2022-03-17,246666
H-2540,1832,4,2.5,4229.0,1973.0,2,2.0,Waterfront,Average,No,2023-10-18,486070
H-2541,1374,4,3.0,3233.0,1977.0,1,2.0,Downtown,Good,No,2023-11-23,330016
H-2542,1044,4,3.0,3293.0,1971.0,1,2.0,Suburbs,Poor,No,2023-11-22,161794
H-2543,1669,3,1.0,4452.0,1965.0,2,2.0,Rural,Good,No,2021-12-05,200089
H-2544,1614,2,4.0,5697.0,1962.0,2,1.0,Suburbs,Fair,No,2023-08-17,197252
H-2545,3256,3,3.0,6153.0,2011.0,2,0.0,Suburbs,Average,Yes,2023-11-24,455351
H-2546,2059,6,3.5,,1992.0,2,3.0,Suburbs,Good,No,2022-02-08,420684
H-2547,973,4,3.0,1615.0,1981.0,1,3.0,Downtown,Fair,No,2021-06-17,238525
H-2548,1461,4,3.5,2900.0,2016.0,2,2.0,Suburbs,Average,No,2023-03-21,307688
H-2549,2412,1,1.5,7574.0,2006.0,1,3.0,Downtown,Average,No,2024-02-23,486475
H-2550,3053,3,2.0,11104.0,2014.0,1,2.0,Rural,Average,Yes,2024-06-15,373943
H-2551,848,1,3.5,1807.0,2018.0,2,2.0,Waterfront,Good,No,2021-04-30,284628
H-2552,672,4,2.0,1557.0,1998.0,3,2.0,Rural,Fair,Yes,2024-05-19,101312
H-2553,2922,5,1.0,8306.0,1982.0,2,2.0,Rural,Average,Yes,2022-04-15,340145
H-2554,2033,5,3.0,4124.0,1968.0,2,2.0,Suburbs,Fair,No,2021-05-27,260529
H-2555,1279,3,3.0,4512.0,1985.0,3,3.0,Downtown,Average,No,2024-07-12,379518
H-2556,2120,3,1.5,7280.0,2019.0,1,2.0,Downtown,Good,No,2024-01-09,474684
H-2557,400,5,3.5,745.0,1964.0,3,2.0,Suburbs,Good,No,2023-03-05,194799
H-2558,1802,4,3.0,4792.0,1973.0,2,2.0,Rural,Fair,No,2024-02-07,207204
H-2559,1996,2,2.5,6860.0,1976.0,2,0.0,Industrial,Poor,No,2023-02-14,158049
H-2560,2354,3,3.0,5516.0,1998.0,2,0.0,Suburbs,Average,No,2022-01-07,356436
H-2561,1191,3,2.0,3671.0,1972.0,2,2.0,Suburbs,Good,Yes,2024-05-06,236300
H-2562,1851,3,1.5,3008.0,1982.0,2,1.0,Suburbs,Average,No,2024-05-31,261073
H-2563,1244,3,2.0,3759.0,1990.0,2,2.0,Suburbs,Fair,No,2021-06-09,202428
H-2564,1953,4,2.5,3674.0,2005.0,3,1.0,Rural,Fair,No,2021-08-16,199850
H-2565,1262,3,2.5,4513.0,1978.0,1,2.0,Rural,Excellent,No,2021-10-02,236247
H-2566,1555,2,3.0,3714.0,1980.0,2,1.0,Rural,Excellent,Yes,2023-10-08,226149
H-2567,1202,3,3.0,2649.0,2014.0,1,1.0,Rural,Good,No,2023-08-17,178305
H-2568,2190,4,2.5,7888.0,1967.0,1,0.0,Suburbs,Good,No,2024-07-03,363964
H-2569,2315,4,3.0,3762.0,1955.0,1,,Industrial,Fair,No,2022-02-17,176604
H-2570,1659,3,1.5,4133.0,2001.0,1,2.0,Rural,Average,No,2023-05-18,197391
H-2571,1822,5,1.0,4418.0,1989.0,2,3.0,Suburbs,Fair,No,2023-12-05,284428
H-2572,930,5,3.5,2057.0,2014.0,2,3.0,Suburbs,Good,No,2021-01-05,315460
H-2573,1620,3,1.0,6122.0,1991.0,1,3.0,Waterfront,,No,2022-11-04,445161
H-2574,1769,1,2.0,5974.0,2017.0,1,2.0,Suburbs,Average,No,2022-07-05,276227
H-2575,3372,4,3.0,5596.0,1981.0,3,2.0,Suburbs,Good,No,2023-05-28,578671
H-2576,1132,4,2.0,3720.0,1959.0,1,,Suburbs,Average,No,2023-03-10,236832
H-2577,2678,5,3.5,7547.0,2018.0,2,0.0,Waterfront,Average,No,2023-09-22,725012
H-2578,2398,5,2.0,8997.0,1958.0,1,3.0,Suburbs,Fair,No,2021-06-04,336355
H-2579,1968,4,1.0,4491.0,2018.0,1,0.0,Suburbs,Excellent,No,2020-12-28,407927
H-2580,2855,3,2.0,8380.0,2010.0,2,3.0,Waterfront,Fair,Yes,2023-09-09,605287
H-2581,2023,1,2.5,5567.0,1960.0,2,2.0,Industrial,Poor,No,2021-08-26,95722
H-2582,2033,3,2.0,5537.0,2017.0,2,2.0,Waterfront,Average,No,2021-04-26,542466
H-2583,1768,3,2.5,4667.0,2023.0,1,1.0,Downtown,Average,No,2021-07-17,390711
H-2584,2534,4,3.5,5103.0,1957.0,2,2.0,Suburbs,Good,No,2020-04-21,416596
H-2585,2457,4,3.5,8327.0,1998.0,2,2.0,Suburbs,Average,No,2023-07-18,442460
H-2586,1424,4,2.0,3742.0,1973.0,1,2.0,Suburbs,Average,No,2023-04-12,245397
H-2587,1008,3,2.5,3927.0,1982.0,1,2.0,Industrial,Average,No,2022-07-14,131834
H-2588,1678,4,2.5,3611.0,1968.0,1,0.0,Waterfront,Good,No,2023-04-13,444636
H-2589,1319,2,3.5,4229.0,1951.0,2,1.0,Suburbs,Poor,No,2021-09-16,146028
H-2590,1761,3,4.0,6783.0,2004.0,1,1.0,Downtown,Average,No,2021-05-09,443740
H-2591,2542,4,2.0,8029.0,1960.0,2,0.0,Downtown,Poor,No,2023-12-14,366012
H-2592,1525,4,3.0,5609.0,1966.0,1,0.0,Suburbs,Average,No,2021-12-08,288270
H-2593,1774,6,2.0,6330.0,1991.0,1,,Downtown,Fair,No,2020-11-23,374150
H-2594,1834,3,1.0,4402.0,2010.0,1,2.0,Rural,Average,No,2023-06-07,246172
H-2595,2309,3,1.0,6927.0,1952.0,2,2.0,Rural,Average,No,2021-07-16,247976
H-2596,451,3,2.5,852.0,1984.0,1,1.0,Waterfront,Excellent,No,2020-12-20,234055
H-2597,1435,3,2.5,4073.0,2015.0,2,2.0,Downtown,Excellent,No,2020-02-15,428190
H-2598,1926,5,1.0,3998.0,1950.0,2,,Suburbs,Average,No,2024-06-12,317484
H-2599,2520,4,3.0,8465.0,1956.0,2,2.0,Waterfront,Fair,No,2022-02-21,529241
H-2600,1504,5,2.0,4241.0,1969.0,2,2.0,Suburbs,Average,No,2020-09-27,308091
H-2601,674,3,2.5,1703.0,1992.0,2,2.0,Downtown,Good,No,2023-06-22,247916
H-2602,2171,5,2.0,4715.0,1955.0,2,1.0,Downtown,Good,Yes,2024-01-25,455708
H-2603,1418,2,1.5,5667.0,2004.0,3,2.0,Waterfront,Average,No,2022-06-02,395115
H-2604,1086,5,2.0,1823.0,1970.0,1,1.0,Rural,Average,No,2020-02-17,137906
H-2605,1425,3,2.0,2292.0,2000.0,1,2.0,Waterfront,Poor,No,2021-09-03,277152
H-2606,1689,3,2.5,3450.0,1995.0,2,3.0,Downtown,Average,No,2021-02-10,433875
H-2607,1437,3,1.5,5644.0,1984.0,2,2.0,Rural,Good,No,2022-12-01,171661
H-2608,476,5,2.5,1879.0,1957.0,2,2.0,Rural,Average,Yes,2022-05-18,105026
H-2609,2338,1,1.5,7335.0,2017.0,1,2.0,Suburbs,Fair,No,2021-08-18,329229
H-2610,2564,3,3.0,9487.0,1965.0,2,1.0,Industrial,,No,2022-12-21,218556
H-2611,2190,5,3.0,4456.0,2016.0,3,3.0,Suburbs,Good,Yes,2022-09-05,470920
H-2612,1117,3,1.5,4389.0,2020.0,2,0.0,Industrial,Good,No,2024-02-26,156379
H-2613,1679,2,2.5,3117.0,2013.0,3,3.0,Waterfront,Fair,No,2022-09-26,403251
