hotel,is_canceled,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,0,November,45,6,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,107.0,0,1,Check-Out,7/11/2015
City Hotel,0,9,November,45,7,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,11.0,0,Transient,76.0,0,1,Check-Out,8/11/2015
City Hotel,0,8,November,45,5,0,2,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,90.0,0,0,Check-Out,7/11/2015
City Hotel,0,0,November,45,7,0,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,K,0,No Deposit,27.0,0,Transient,0.0,0,0,Check-Out,7/11/2015
City Hotel,1,42,December,51,19,8,20,1,0.0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,1,No Deposit,8.0,0,Transient,80.16,0,0,Canceled,7/11/2015
City Hotel,0,4,November,45,4,0,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,101.0,0,1,Check-Out,8/11/2015
City Hotel,0,14,November,45,5,0,3,1,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,101.0,0,1,Check-Out,8/11/2015
City Hotel,0,29,November,45,4,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Contract,150.45,0,3,Check-Out,8/11/2015
City Hotel,0,12,November,45,2,1,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,85.0,0,Transient,68.0,0,0,Check-Out,8/11/2015
City Hotel,0,22,November,45,6,0,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,0,Transient,75.0,0,0,Check-Out,8/11/2015
City Hotel,0,9,November,45,7,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,0,Transient,76.0,0,1,Check-Out,8/11/2015
City Hotel,0,19,November,45,4,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,27.0,0,Transient,52.5,0,2,Check-Out,8/11/2015
City Hotel,0,16,November,45,6,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,81.0,0,1,Check-Out,8/11/2015
City Hotel,0,2,November,45,4,0,4,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,63.75,0,0,Check-Out,8/11/2015
City Hotel,0,21,November,45,5,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,G,1,No Deposit,16.0,0,Transient,37.07,0,1,Check-Out,8/11/2015
City Hotel,0,3,November,45,6,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,101.0,0,2,Check-Out,8/11/2015
City Hotel,0,17,November,45,3,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.95,0,1,Check-Out,8/11/2015
City Hotel,0,6,November,45,6,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,116.0,1,0,Check-Out,8/11/2015
City Hotel,0,1,November,45,5,0,3,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,95.0,0,0,Check-Out,8/11/2015
City Hotel,0,36,November,45,3,0,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,28.0,0,Group,60.0,0,0,Check-Out,8/11/2015
City Hotel,0,3,November,45,5,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Contract,96.5,0,1,Check-Out,8/11/2015
City Hotel,0,3,November,45,5,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Contract,105.5,1,1,Check-Out,8/11/2015
City Hotel,0,23,November,45,4,0,4,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,90.95,0,1,Check-Out,8/11/2015
City Hotel,0,28,November,45,4,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,85.59,0,1,Check-Out,8/11/2015
City Hotel,0,15,November,45,6,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,81.0,0,1,Check-Out,8/11/2015
City Hotel,0,42,November,45,5,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,8/11/2015
City Hotel,0,10,November,45,6,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,83.0,0,1,Check-Out,8/11/2015
City Hotel,0,28,November,45,2,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,41.43,0,0,Check-Out,9/11/2015
City Hotel,0,45,November,45,6,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,9/11/2015
City Hotel,0,46,November,45,6,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,9/11/2015
City Hotel,0,4,November,45,6,1,2,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,85.0,0,Transient,78.2,0,0,Check-Out,9/11/2015
City Hotel,0,0,November,45,7,1,1,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Group,73.15,0,0,Check-Out,9/11/2015
City Hotel,0,26,November,45,3,1,5,2,0.0,0,BB,PAN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,99.45,0,0,Check-Out,9/11/2015
City Hotel,0,52,November,45,6,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,73.2,0,1,Check-Out,9/11/2015
City Hotel,0,38,November,45,5,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,28.0,0,Group,60.0,0,0,Check-Out,9/11/2015
City Hotel,0,38,November,45,5,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Group,60.0,0,0,Check-Out,9/11/2015
City Hotel,0,46,November,45,6,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,1,Check-Out,9/11/2015
City Hotel,0,6,November,45,4,1,4,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,0,Transient,78.2,0,0,Check-Out,9/11/2015
City Hotel,0,4,November,45,6,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9.0,0,Contract,104.0,1,1,Check-Out,9/11/2015
City Hotel,0,51,November,45,4,1,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Contract,102.6,0,1,Check-Out,9/11/2015
City Hotel,0,29,November,45,6,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,Refundable,22.0,0,Transient-Party,63.0,0,0,Check-Out,9/11/2015
City Hotel,0,29,November,45,6,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,0,Transient,63.0,0,0,Check-Out,9/11/2015
City Hotel,0,0,November,45,4,1,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,95.0,0,1,Check-Out,9/11/2015
City Hotel,0,8,November,45,7,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,82.39,0,1,Check-Out,9/11/2015
City Hotel,0,49,November,45,6,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,9/11/2015
City Hotel,0,9,November,45,4,1,4,2,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,95.0,0,0,Check-Out,9/11/2015
City Hotel,0,29,November,45,6,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,96.3,0,2,Check-Out,9/11/2015
City Hotel,0,52,November,45,6,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,79.2,0,2,Check-Out,9/11/2015
City Hotel,0,2,November,46,8,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,74.0,0,0,Check-Out,9/11/2015
City Hotel,0,3,November,45,6,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,80.0,0,0,Check-Out,9/11/2015
City Hotel,1,61,December,53,30,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0,Transient,87.21,0,1,Canceled,9/11/2015
City Hotel,1,23,November,46,13,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0,Contract,101.0,0,2,Canceled,9/11/2015
City Hotel,1,23,November,46,13,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,0,Contract,117.0,0,2,Canceled,9/11/2015
City Hotel,1,23,November,46,13,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,0,Contract,126.0,0,2,Canceled,9/11/2015
City Hotel,0,14,November,45,5,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,0,Transient,43.5,0,0,Check-Out,9/11/2015
City Hotel,1,25,November,48,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9.0,0,Contract,87.0,0,0,Canceled,9/11/2015
City Hotel,1,2,November,46,9,3,8,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,95.81,0,0,Canceled,9/11/2015
City Hotel,1,3,November,49,30,3,8,2,0.0,0,BB,PRT,Direct,Direct,1,1,0,A,A,0,No Deposit,14.0,0,Transient,89.45,0,2,Canceled,30-11-2015
City Hotel,0,40,November,45,7,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,F,1,No Deposit,28.0,0,Group,60.0,0,0,Check-Out,10/11/2015
City Hotel,0,11,November,45,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,90.95,0,1,Check-Out,10/11/2015
City Hotel,0,24,November,46,8,2,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,0,Contract,101.0,0,1,Check-Out,10/11/2015
City Hotel,0,12,November,45,7,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,114.0,1,0,Check-Out,10/11/2015
City Hotel,0,25,November,45,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.95,0,1,Check-Out,10/11/2015
City Hotel,0,0,November,46,9,1,0,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,91.0,0,1,Check-Out,10/11/2015
City Hotel,0,4,November,45,6,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,68.0,0,0,Check-Out,10/11/2015
City Hotel,0,22,November,45,6,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,43.5,0,0,Check-Out,10/11/2015
City Hotel,1,5,November,46,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,0,Transient,107.0,0,0,Canceled,10/11/2015
City Hotel,0,40,November,45,7,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,28.0,0,Group,60.0,0,0,Check-Out,10/11/2015
City Hotel,0,56,November,45,6,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,10/11/2015
City Hotel,0,8,November,45,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,104.5,0,1,Check-Out,10/11/2015
City Hotel,0,0,November,46,9,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,85.0,1,0,Check-Out,10/11/2015
City Hotel,0,0,November,46,9,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,0,Transient,65.0,0,0,Check-Out,10/11/2015
City Hotel,0,44,November,45,5,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,10/11/2015
City Hotel,0,22,November,45,5,2,3,2,1.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,116.95,0,3,Check-Out,10/11/2015
City Hotel,0,39,November,45,7,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,63.0,0,0,Check-Out,10/11/2015
City Hotel,1,0,November,46,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,0,Transient,89.0,0,0,Canceled,10/11/2015
City Hotel,1,1,December,52,24,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,11,0,E,E,0,No Deposit,,0,Transient,55.0,0,0,Canceled,23-12-2015
City Hotel,0,5,November,46,9,1,1,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,94.0,0,1,Check-Out,11/11/2015
City Hotel,0,46,November,45,7,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,11/11/2015
City Hotel,1,8,November,46,11,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,0,Transient,76.5,0,0,Canceled,11/11/2015
City Hotel,0,47,November,45,7,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,28.0,0,Transient,60.0,0,1,Check-Out,11/11/2015
City Hotel,0,44,November,46,8,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,11/11/2015
City Hotel,0,6,November,46,11,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,0.0,0,1,Check-Out,11/11/2015
City Hotel,0,55,November,46,10,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,73.8,0,2,Check-Out,11/11/2015
City Hotel,0,0,November,46,11,0,0,0,0.0,0,SC,PRT,Direct,Direct,1,0,0,D,D,0,No Deposit,,0,Transient,0.0,0,0,Check-Out,11/11/2015
City Hotel,0,1,November,46,10,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,0.0,0,0,Check-Out,11/11/2015
City Hotel,0,2,December,50,9,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,0,No Deposit,,0,Transient,0.0,0,0,Check-Out,10/12/2015
City Hotel,1,72,December,53,27,2,0,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient,90.0,0,0,Canceled,11/11/2015
City Hotel,1,72,December,53,27,2,0,1,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient,65.0,0,0,Canceled,11/11/2015
City Hotel,0,2,November,46,9,1,2,1,0.0,0,BB,USA,Complementary,Direct,0,0,0,A,A,0,No Deposit,45.0,0,Group,79.0,0,0,Check-Out,12/11/2015
City Hotel,0,2,November,46,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,95.0,0,0,Check-Out,12/11/2015
City Hotel,0,0,November,46,9,1,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,100.0,1,1,Check-Out,12/11/2015
City Hotel,0,41,November,46,8,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,B,0,No Deposit,28.0,0,Group,60.0,0,0,Check-Out,12/11/2015
City Hotel,0,2,November,46,11,0,1,2,2.0,0,BB,PRT,Corporate,Corporate,0,0,0,F,F,0,No Deposit,,0,Transient,95.0,0,1,Check-Out,12/11/2015
City Hotel,0,9,November,46,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,65.0,0,0,Check-Out,12/11/2015
City Hotel,0,15,November,46,10,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,107.0,0,3,Check-Out,12/11/2015
City Hotel,0,47,November,46,11,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,0,Transient,65.0,0,1,Check-Out,13-11-2015
City Hotel,0,47,November,46,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,65.0,0,0,Check-Out,12/11/2015
City Hotel,0,49,November,46,9,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,12/11/2015
City Hotel,0,51,November,46,8,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,12/11/2015
City Hotel,0,49,November,46,9,1,2,2,0.0,0,BB,MAR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,12/11/2015
City Hotel,0,6,November,46,9,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,80.0,0,0,Check-Out,12/11/2015
City Hotel,0,6,November,46,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,0,Transient,113.0,1,0,Check-Out,12/11/2015
City Hotel,0,3,November,46,9,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,80.0,0,0,Check-Out,12/11/2015
City Hotel,0,41,November,46,8,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,81.77,0,1,Check-Out,12/11/2015
City Hotel,0,13,November,46,8,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.95,0,1,Check-Out,12/11/2015
City Hotel,1,25,December,49,4,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14.0,0,Transient,92.5,0,2,Canceled,12/11/2015
City Hotel,0,18,November,46,11,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,101.0,0,2,Check-Out,12/11/2015
City Hotel,1,13,November,48,22,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,0,Transient,65.0,0,0,Canceled,12/11/2015
City Hotel,0,2,November,46,11,0,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,19.0,0,Transient,90.0,0,0,Check-Out,12/11/2015
City Hotel,1,36,December,49,4,1,2,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,42.0,0,Transient,62.8,0,1,Canceled,12/11/2015
City Hotel,1,17,November,46,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,65.0,0,0,Canceled,12/11/2015
City Hotel,0,41,November,46,8,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Group,60.0,0,1,Check-Out,13-11-2015
City Hotel,0,41,November,46,8,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,28.0,0,Group,60.0,0,1,Check-Out,13-11-2015
City Hotel,0,49,November,46,9,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,13-11-2015
City Hotel,0,2,November,46,9,1,3,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,79.0,0,0,Check-Out,13-11-2015
City Hotel,0,0,November,46,9,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Contract,106.0,1,1,Check-Out,13-11-2015
City Hotel,0,0,November,46,12,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,0,Transient,79.0,1,1,Check-Out,13-11-2015
City Hotel,0,9,November,46,11,0,2,1,0.0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,79.0,0,1,Check-Out,13-11-2015
City Hotel,0,0,November,46,9,1,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,91.0,0,1,Check-Out,13-11-2015
City Hotel,0,0,November,49,30,3,7,1,0.0,0,BB,NLD,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,,0,Transient,69.0,0,1,Check-Out,10/12/2015
City Hotel,0,52,November,46,9,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,13-11-2015
City Hotel,0,45,November,46,9,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,13-11-2015
City Hotel,0,2,November,46,12,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,100.0,1,1,Check-Out,13-11-2015
City Hotel,0,2,December,51,15,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,9.0,0,Transient,81.0,0,1,Check-Out,16-12-2015
City Hotel,0,3,November,46,8,2,3,2,0.0,0,BB,IRQ,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Contract,87.7,0,0,Check-Out,13-11-2015
City Hotel,0,5,November,46,10,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,104.0,1,1,Check-Out,13-11-2015
City Hotel,0,24,November,46,8,2,3,2,0.0,0,BB,CN,Direct,Direct,0,0,0,D,E,1,No Deposit,14.0,0,Transient,95.8,0,0,Check-Out,13-11-2015
City Hotel,0,1,November,46,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,71.1,0,0,Check-Out,13-11-2015
City Hotel,1,32,December,50,8,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,8.0,0,Transient,90.35,0,1,Canceled,13-11-2015
City Hotel,0,0,November,46,12,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,84.0,0,0,Check-Out,13-11-2015
City Hotel,0,33,November,45,7,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,27.0,0,Transient,41.43,0,0,Check-Out,14-11-2015
City Hotel,0,1,November,46,10,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,97.0,0,1,Check-Out,14-11-2015
City Hotel,0,33,November,46,10,0,4,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27.0,0,Group,42.0,0,1,Check-Out,14-11-2015
City Hotel,0,8,November,46,11,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9.0,0,Contract,107.0,0,1,Check-Out,14-11-2015
City Hotel,0,50,November,46,11,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,14-11-2015
City Hotel,0,49,November,46,9,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,14-11-2015
City Hotel,0,1,November,46,10,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient,83.2,0,0,Check-Out,14-11-2015
City Hotel,0,48,November,46,10,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,43.5,0,0,Check-Out,14-11-2015
City Hotel,0,53,November,46,9,1,4,2,0.0,1,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,64.6,0,3,Check-Out,14-11-2015
City Hotel,0,12,November,46,10,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,95.0,0,0,Check-Out,14-11-2015
City Hotel,0,2,November,46,13,0,1,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,79.0,0,0,Check-Out,14-11-2015
City Hotel,1,9,November,47,20,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,7.0,0,Transient,77.93,0,1,Canceled,14-11-2015
City Hotel,0,39,November,46,10,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.95,0,0,Check-Out,14-11-2015
